review_id,product_id,user_id,review_title,review_content,Sentiment
R3HJVYCLYOY554,B0789LZTCJ,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,Good one,long wire,Positive
REDECAZ7AMPQC,B0789LZTCJ,AH725ST5NW2Y4JZPKUNTIJCUK2BA,Nice,Charges good,Positive
R1CLH2ULIVG5U3,B0789LZTCJ,AHV3TXIFCJPMS4D5JATCEUR266MQ,Really nice product,Nice,Positive
R2DMKIBGFKBD6R,B0789LZTCJ,AGWIGDEMFIIUAOXYY2QATNBSUGHA,Very first time change,I bought this cable for Rs.339 worthy product for this price,Neutral
RC89B5IAJUTR5,B0789LZTCJ,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Good, i tested it in various charger adapters 33w and 18w it supports fast charging as well.,Positive
R3B3DDON5FH8DS,B0789LZTCJ,AGAKDNBHY2FKX7I4ACRGILU7QL7A,Fine product but could be better,Good,Positive
R13WAEJDI5RS36,B0789LZTCJ,AFNWJUWJRHCC6HN52KMG5AKZY37Q,Very nice it's charging like jet,Ok,Positive
R1FKOKZ3HHKJBZ,B07KSMBL2H,AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,It's quite good and value for money,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.,Positive
R2WNMZI1EXTA0H,B07KSMBL2H,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,Works well,Initial impressions: works as said,Positive
RCA1M3W4RIXUR,B07KSMBL2H,AE3O6366WGEQAANKJ76QETTUQQTQ,Hdmi cable, glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up,Neutral
R3BKCLL6D7ZLIX,B07KSMBL2H,AEQIJCPWSBCDKUO5VROXXHWX3PPA,Value for money,The hdmi cable is good to watch movie,Positive
REVSR0ILY3547,B07KSMBL2H,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,All good,sports and its gives better quality while connecting your laptop with TV and play 🎮.I loved it,Positive
R15W5KMQB95IV5,B07KSMBL2H,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,Gets the job done,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.,Neutral
R10PB68FRUHT5V,B07KSMBL2H,AH77IQRYD54XCRMCO7XEAIAYCLPA,Delivery was good,All good,Positive
R3TLCE9JSBU3UP,B07KSMBL2H,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,This one was my need to purchase,It's the best HDMI cable at this price range. No problems yet. Just go for it !!,Neutral
R1QETDIPRCX4S0,B085DTN6R2,AGUAYQHARAKR2VZTRP276KAGETKQ,Works,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdy,Neutral
RARQYQ8POOFA9,B085DTN6R2,AFKTST2773VUOKUHE7FCR6QCAURQ,Nice Product,Worth it,Positive
R952F931MCOR5,B085DTN6R2,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise,Positive
R3LLDHV3WXED9C,B085DTN6R2,AEHQYGI5L4FFALBMC5XMT5KXSZCA,Good for data transfer, this cable actually works and has fast charging. JUST GO FOR IT,Positive
R282YHZ5A4GMY4,B085DTN6R2,AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,Average. Cost effective,Felt quite sturdy,Positive
R34W3B1C7RP98Q,B085DTN6R2,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,Good quality, the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app,Positive
R1467F9VL3DLSY,B085DTN6R2,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,Great Product, all my data including whatsapp data was transferred successfully. Satisfied with performance.,Positive
R3KLQRR1UM44JG,B085DTN6R2,AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,Nice,Just good,Positive
R20XIOU25HEX80,B09KLVMZ3B,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it,Positive
R2X55FA2EEUEYM,B09KLVMZ3B,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,Worked well for 6 six months that’s it,Worked well for six months that’s it,Positive
R393Z224NBTDLN,B09KLVMZ3B,AE642RIGZIT2VPQJOLNUZ34QVWJQ,Compatible with Apple iPad 2nd generation and charging very well., now it’s stopped working,Positive
R3Q4ZCHWSAQD5B,B09KLVMZ3B,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,CABLE, now planning to buy one more because the price has come down to 150,Neutral
R1AE3A4NSVM9SC,B09KLVMZ3B,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.,Positive
R2U1YAAZE07I1V,B09KLVMZ3B,AGKLZ4SUHAU47KJXDVHBBEWJODUA,Not a fast charging cable,Product is super,Neutral
R36NVL58WQ7D64,B09KLVMZ3B,AHESCOYXLCXB56F4JO45X4CZQCYA,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.,Positive
R1E7GPZ569TBIZ,B09KLVMZ3B,AGGHDE6KFZHEDUDJBD5R27AYMEWA,Amazing product and value for money,Takes 5-6 hours to charge full.,Positive
R2JPQNKCOE10UK,B083342NKJ,AGSGSRTEZBQY64WO2HKQTV7TWFSA,Good product,I like it 👍👍,Positive
RQI80JG2WZXNF,B083342NKJ,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,using this product 8months It is done  I have not faced any problem so far,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.,Positive
R2LYZ4CUWPMUJN,B083342NKJ,AFRMNW6TDHDZBP2UHF2K3MEAEYUA, its build quality best,350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.,Positive
R1ZBD2ZB2ZYEWX,B083342NKJ,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,I really liked this one.,,Positive
R2ITEDC9KOCY3N,B083342NKJ,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,Very strong and support fast charging ,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg,Positive
R1115HIQP3BKKJ,B083342NKJ,AGEOQQHGNELZNEUKJAJUA7NTPBLA,,Best data cable charging fast,Neutral
R31OMS6DNMI7M,B083342NKJ,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,Nice cable,Very good quality and good durability,Positive
R2DCFXQMUNO93L,B083342NKJ,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,Best data cable charging fast,Overall good but need some improvement...,Positive
R13UTIA6KOF6QV,B0B6F7LX4C,AHEVOQADJSSRX7DS325HSFLMP7VQ,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,Positive
R2UGDZSGFF01K7,B0B6F7LX4C,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,Negative
RHHIZ45VYU5X6,B0B6F7LX4C,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,Neutral
R14N9HBE5EIUY0,B0B6F7LX4C,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,Positive
R2WMW096T9Y0OU,B0B6F7LX4C,AELX4DI77ZHURZTDLYFU7XMP7R6Q,Good quality,https://m.media-amazon.com/images/I/61spXDbojZL._SY88.jpg,Positive
R1SHIIE6M72825,B0B6F7LX4C,AE2ODWBBOBD2SITDDIEJ644OSRFQ,Great experience everything is fantastic 🤠,Greater then ever,Positive
R22P6BE9DBME4F,B0B6F7LX4C,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,Super picture quality and sound quality,Good quality,Positive
R2TEINENXTIHT2,B0B6F7LX4C,AGGRC2P6M43GDEWCAHGYAILCSKTQ,Awesome,Good 👍,Positive
RGIQEG07R9HS2,B082LSVT4B,AECPFYFQVRUWC3KGNLJIOREFP5LQ,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,Positive
R1SMWZQ86XIN8U,B082LSVT4B,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,Positive
R2J3Y1WL29GWDE,B082LSVT4B,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,Super cable,Value for money,Positive
RYGGS0M09S3KY,B082LSVT4B,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,As, with extra length👍,Neutral
R17KQRUTAN5DKS,B082LSVT4B,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,Good quality,Good,Positive
R3AAQGS6HP2QUK,B082LSVT4B,AEPSWFPNECKO34PUC7I56ITGXR6Q,Good product, working fine,Positive
R1HDNOG6TO2CCA,B082LSVT4B,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,its good,Product quality is good,Positive
R3PHKXYA5AFEOU,B082LSVT4B,AH4QT33M55677I7ISQOAKEQWACYQ,Good quality for the price but one issue with my unit,Good,Positive
R2BP8Y5OJXKJLF,B08WRBG3XW,AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,Good for charging and Data transfer,Check for offera before buying,Positive
R218813TNRHNSY,B08WRBG3XW,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,ਮਜ਼ਬੂਤ,18w charging cable,Neutral
R3VIKEVJ5DBF5G,B08WRBG3XW,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,Good Quality but less Power Delivery,,Positive
R2PQNCTR8TQCT4,B08WRBG3XW,AFLIHOX2HH7S2OJAD63UAHKMY34Q,Fantastic!,Awesome cable!Charging,Positive
R3FI11UEJC9ZOJ,B08WRBG3XW,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,Good, data transfer and durability is simply awesome,Positive
R3ULCCZZHBNLA4,B08WRBG3XW,AFHKIURZM4R62UEXTOCZLI2FPQ6A,Not useful, and there is not a single disconnection issue,Negative
RELIQ4H7CYX2Q,B08WRBG3XW,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,Doesn't fit properly, which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy,Negative
R3ALQNTJN4ER9N,B08WRBG3XW,AG4LMDCRAAKD4U2FZ6B6N75KTHXA,Can't support Oppo mobile for fast charging, i also have boat earphones that is also awesome..😄,Negative
R2PNR69G0BQG2F,B08DPLCM6T,AHBNKB74LGTYUOKPAJBSKNFV45CA,Sound quality,LG was always Good ,Neutral
R31A0WWDEYMKEW,B08DPLCM6T,AFIECTV45ADX5YPTE2VU6ORRHTGQ,Very nice, correct delivery,Positive
R2C4XEWFLVU7JV,B08DPLCM6T,AFDUJI7KG7VMZF4JGJHV4DBCA4OA,Value for money, good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.,Positive
RYWES5AT5FQO6,B08DPLCM6T,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,Good,Good videoGood vice,Positive
R1PGWAY5TEWLT4,B08DPLCM6T,AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,Good for its price.,Picture quality is awesome.,Positive
R32542OPR0QC4I,B08DPLCM6T,AEM2Y22BKLFYL5BK7SC56Q75ODOQ,Good item,Good at that price,Positive
R2JDJEVZ2G7EEK,B08DPLCM6T,AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,Budget friendly,Okay product,Positive
R36EHHPAQNSSOF,B08DPLCM6T,AFCEDQXVCB4LUUBWXRJS6KRU62FQ,Good, the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.,Positive
